qp_id,material_id,time_id,temperature,strain_rate,force_field,replica_id,strain_00,strain_01,strain_02,strain_11,strain_12,strain_22,stess-sample_00,stess-sample_01,stess-sample_02,stess-sample_11,stess-sample_12,stess-sample_22
18000,g0,4-1,300,0.001,opls,4,1.597837763525159e-27,-1.713011455687427e-27,5.230209934292933e-14,4.83226608254446e-28,3.917646091627026e-15,-1.760573360655335e-10,-843.8089273677163,65.87333066226056,-440.7255817640286,-71.21160167244864,-365.7376129278069,237.1984716753912
18000,g0,4-1,300,0.001,opls,4,1.597837763525159e-27,-1.713011455687427e-27,5.230209934292933e-14,4.83226608254446e-28,3.917646091627026e-15,-1.760573360655335e-10,-728.537253862987,7.663339219166688,-341.8036597871756,-68.33330895771766,-421.9898331532196,174.092191586406
18000,g0,4-1,300,0.001,opls,4,1.597837763525159e-27,-1.713011455687427e-27,5.230209934292933e-14,4.83226608254446e-28,3.917646091627026e-15,-1.760573360655335e-10,-470.121845343072,-109.6883917095336,-233.0261914741047,-5.029539677902581,-477.9227073552417,60.14895637146719
18000,g0,4-1,300,0.001,opls,4,1.597837763525159e-27,-1.713011455687427e-27,5.230209934292933e-14,4.83226608254446e-28,3.917646091627026e-15,-1.760573360655335e-10,-153.5944639018006,-203.4628180313215,-132.1954304672934,96.72554715883612,-504.7619151229475,-76.0935219193054
18000,g0,4-1,300,0.001,opls,4,1.597837763525159e-27,-1.713011455687427e-27,5.230209934292933e-14,4.83226608254446e-28,3.917646091627026e-15,-1.760573360655335e-10,155.7106072070057,-230.4912686624305,-51.07763035899194,237.2179691369704,-488.0826093742635,-219.9062032985523
18000,g0,4-1,300,0.001,opls,4,1.597837763525159e-27,-1.713011455687427e-27,5.230209934292933e-14,4.83226608254446e-28,3.917646091627026e-15,-1.760573360655335e-10,396.9435374039695,-182.2083478313968,17.290212443416,383.8243053527921,-435.864528647497,-352.480316842524
18000,g0,4-1,300,0.001,opls,4,1.597837763525159e-27,-1.713011455687427e-27,5.230209934292933e-14,4.83226608254446e-28,3.917646091627026e-15,-1.760573360655335e-10,516.4751436833681,-73.48082307488411,82.84978868268531,476.5537649722871,-340.5702888188654,-434.9379551709408
18000,g0,4-1,300,0.001,opls,4,1.597837763525159e-27,-1.713011455687427e-27,5.230209934292933e-14,4.83226608254446e-28,3.917646091627026e-15,-1.760573360655335e-10,516.1530819723463,47.66626160756395,141.659652697631,498.127540057026,-196.7211217801838,-428.0829685089985
18000,g0,4-1,300,0.001,opls,4,1.597837763525159e-27,-1.713011455687427e-27,5.230209934292933e-14,4.83226608254446e-28,3.917646091627026e-15,-1.760573360655335e-10,458.2834161683514,123.5402978499197,173.8008721180587,482.9326958860304,-23.4170837716331,-339.6106463564672
18000,g0,4-1,300,0.001,opls,4,1.597837763525159e-27,-1.713011455687427e-27,5.230209934292933e-14,4.83226608254446e-28,3.917646091627026e-15,-1.760573360655335e-10,394.4609579698983,137.4910716020697,158.2231165718946,460.6377245189223,166.5210886909505,-216.3106326047328
18000,g0,4-1,300,0.001,opls,4,1.597837763525159e-27,-1.713011455687427e-27,5.230209934292933e-14,4.83226608254446e-28,3.917646091627026e-15,-1.760573360655335e-10,341.7106278622304,109.39098924562,104.605254303799,454.9581223754635,356.1021553324658,-94.92325907671795
18000,g0,4-1,300,0.001,opls,4,1.597837763525159e-27,-1.713011455687427e-27,5.230209934292933e-14,4.83226608254446e-28,3.917646091627026e-15,-1.760573360655335e-10,287.1905645711636,58.17057188168928,48.47948393989374,479.8519660340124,485.6961023743503,12.43700899876973
18000,g0,4-1,300,0.001,opls,4,1.597837763525159e-27,-1.713011455687427e-27,5.230209934292933e-14,4.83226608254446e-28,3.917646091627026e-15,-1.760573360655335e-10,219.2914955150629,-7.292346016041934,12.74619270587256,519.8934058559464,486.3000441140178,104.2385340182242
18000,g0,4-1,300,0.001,opls,4,1.597837763525159e-27,-1.713011455687427e-27,5.230209934292933e-14,4.83226608254446e-28,3.917646091627026e-15,-1.760573360655335e-10,161.6709798925976,-64.71938246419565,-22.69622504958702,553.7442216785903,346.6816880956284,175.1384588748946
18000,g0,4-1,300,0.001,opls,4,1.597837763525159e-27,-1.713011455687427e-27,5.230209934292933e-14,4.83226608254446e-28,3.917646091627026e-15,-1.760573360655335e-10,134.6707764061059,-90.40313148408252,-87.33120779458528,546.8249329146739,131.2849193171366,212.7017366447612
18000,g0,4-1,300,0.001,opls,4,1.597837763525159e-27,-1.713011455687427e-27,5.230209934292933e-14,4.83226608254446e-28,3.917646091627026e-15,-1.760573360655335e-10,102.1766844755286,-80.02889204020553,-171.6735751085652,470.6772895199076,-78.32782327843248,209.9503546909758
18000,g0,4-1,300,0.001,opls,4,1.597837763525159e-27,-1.713011455687427e-27,5.230209934292933e-14,4.83226608254446e-28,3.917646091627026e-15,-1.760573360655335e-10,16.5350792322998,-46.42627318111359,-236.3578070875393,319.4576236333002,-250.2218490250188,182.3169605276823
18000,g0,4-1,300,0.001,opls,4,1.597837763525159e-27,-1.713011455687427e-27,5.230209934292933e-14,4.83226608254446e-28,3.917646091627026e-15,-1.760573360655335e-10,-118.0466919679724,-12.52042221125976,-266.5463824116012,99.55834717676078,-416.8335377682365,164.7243083168316
18000,g0,4-1,300,0.001,opls,4,1.597837763525159e-27,-1.713011455687427e-27,5.230209934292933e-14,4.83226608254446e-28,3.917646091627026e-15,-1.760573360655335e-10,-243.7897161955184,7.224580636915422,-295.8336271412762,-168.6691311549473,-597.193281536373,170.8922959079405
18000,g0,4-1,300,0.001,opls,4,1.597837763525159e-27,-1.713011455687427e-27,5.230209934292933e-14,4.83226608254446e-28,3.917646091627026e-15,-1.760573360655335e-10,-295.5003093176218,17.51122779369952,-363.9192810811825,-436.0335152956977,-745.3806521876984,177.0866539414486
18000,g0,4-1,300,0.001,opls,4,1.597837763525159e-27,-1.713011455687427e-27,5.230209934292933e-14,4.83226608254446e-28,3.917646091627026e-15,-1.760573360655335e-10,-253.7833996786069,28.98117773475642,-457.1722709426149,-642.3270886525539,-794.8083576081262,153.1473084207475
18000,g0,4-1,300,0.001,opls,4,1.597837763525159e-27,-1.713011455687427e-27,5.230209934292933e-14,4.83226608254446e-28,3.917646091627026e-15,-1.760573360655335e-10,-176.95220740745,49.02334235373312,-521.7527870617753,-767.7481394629069,-720.0621548725427,92.52561186284841
18000,g0,4-1,300,0.001,opls,4,1.597837763525159e-27,-1.713011455687427e-27,5.230209934292933e-14,4.83226608254446e-28,3.917646091627026e-15,-1.760573360655335e-10,-155.4405829097138,91.25821653495056,-516.2413536272453,-820.0011860234104,-541.2336896312846,14.1636995943196
18000,g0,4-1,300,0.001,opls,4,1.597837763525159e-27,-1.713011455687427e-27,5.230209934292933e-14,4.83226608254446e-28,3.917646091627026e-15,-1.760573360655335e-10,-238.9809672933874,169.7055311352003,-430.7743485268491,-768.4833094706637,-298.3001608239495,-44.21394485885304
18000,g0,4-1,300,0.001,opls,4,1.597837763525159e-27,-1.713011455687427e-27,5.230209934292933e-14,4.83226608254446e-28,3.917646091627026e-15,-1.760573360655335e-10,-405.2853973454906,274.3108200983388,-286.863197029053,-581.4925215258598,-0.3790733297637267,-53.07713458534837
18000,g0,4-1,300,0.001,opls,4,1.597837763525159e-27,-1.713011455687427e-27,5.230209934292933e-14,4.83226608254446e-28,3.917646091627026e-15,-1.760573360655335e-10,-594.3424683548848,368.8105975536544,-126.5562034010413,-263.2800678629566,336.2259771115325,-17.40814914139651
18000,g0,4-1,300,0.001,opls,4,1.597837763525159e-27,-1.713011455687427e-27,5.230209934292933e-14,4.83226608254446e-28,3.917646091627026e-15,-1.760573360655335e-10,-757.636719462876,421.3839395564552,4.143035498298731,133.6072040834275,642.7754325861462,33.58041676720928
18000,g0,4-1,300,0.001,opls,4,1.597837763525159e-27,-1.713011455687427e-27,5.230209934292933e-14,4.83226608254446e-28,3.917646091627026e-15,-1.760573360655335e-10,-845.0601836957034,406.4416030817351,83.24061184277198,525.4576370765183,818.6253236635664,80.5759199709548
18000,g0,4-1,300,0.001,opls,4,1.597837763525159e-27,-1.713011455687427e-27,5.230209934292933e-14,4.83226608254446e-28,3.917646091627026e-15,-1.760573360655335e-10,-807.9949534674558,297.7067055201147,109.1471456817579,823.7594257683647,819.5769669097106,117.6305894485126
18000,g0,4-1,300,0.001,opls,4,1.597837763525159e-27,-1.713011455687427e-27,5.230209934292933e-14,4.83226608254446e-28,3.917646091627026e-15,-1.760573360655335e-10,-649.2722135104752,98.68419039027233,74.61220581408216,975.4391077579163,684.8454610617601,139.0879416861831
18000,g0,4-1,300,0.001,opls,4,1.597837763525159e-27,-1.713011455687427e-27,5.230209934292933e-14,4.83226608254446e-28,3.917646091627026e-15,-1.760573360655335e-10,-413.3672575724243,-144.7136294785626,-24.50574068198028,993.9366080390365,460.0164197993213,155.2532152950635
18000,g0,4-1,300,0.001,opls,4,1.597837763525159e-27,-1.713011455687427e-27,5.230209934292933e-14,4.83226608254446e-28,3.917646091627026e-15,-1.760573360655335e-10,-161.1405771000699,-361.0228884663036,-180.2840263421479,900.8523706207206,168.9057821635045,181.7743464073729
18000,g0,4-1,300,0.001,opls,4,1.597837763525159e-27,-1.713011455687427e-27,5.230209934292933e-14,4.83226608254446e-28,3.917646091627026e-15,-1.760573360655335e-10,47.82078805088452,-468.5806497108849,-374.4202450376452,674.2242144799997,-145.5553384088759,225.0340936987216
18000,g0,4-1,300,0.001,opls,4,1.597837763525159e-27,-1.713011455687427e-27,5.230209934292933e-14,4.83226608254446e-28,3.917646091627026e-15,-1.760573360655335e-10,157.5465860991821,-420.862307106816,-576.4947832982966,317.6421548713017,-412.4939610616401,291.7473247014628
18000,g0,4-1,300,0.001,opls,4,1.597837763525159e-27,-1.713011455687427e-27,5.230209934292933e-14,4.83226608254446e-28,3.917646091627026e-15,-1.760573360655335e-10,130.6571212325848,-250.6961597124554,-748.2497649537963,-109.5842072728659,-577.600270027079,390.0493953932117
18000,g0,4-1,300,0.001,opls,4,1.597837763525159e-27,-1.713011455687427e-27,5.230209934292933e-14,4.83226608254446e-28,3.917646091627026e-15,-1.760573360655335e-10,-16.01073477708851,-44.60840838860662,-844.4243945243514,-525.2083208319269,-625.8989335337021,498.2806883733033
18000,g0,4-1,300,0.001,opls,4,1.597837763525159e-27,-1.713011455687427e-27,5.230209934292933e-14,4.83226608254446e-28,3.917646091627026e-15,-1.760573360655335e-10,-225.1988540833178,120.8219766850108,-841.5993642498134,-857.7105877877458,-587.9302097046207,569.7683186632645
18000,g0,4-1,300,0.001,opls,4,1.597837763525159e-27,-1.713011455687427e-27,5.230209934292933e-14,4.83226608254446e-28,3.917646091627026e-15,-1.760573360655335e-10,-437.2201589785377,215.9902612829189,-757.9442134111845,-1074.591771071294,-501.8586584659537,592.011803537696
18000,g0,4-1,300,0.001,opls,4,1.597837763525159e-27,-1.713011455687427e-27,5.230209934292933e-14,4.83226608254446e-28,3.917646091627026e-15,-1.760573360655335e-10,-577.5611963191294,235.784531653013,-625.9754372980017,-1181.30813538096,-387.9501708126925,604.6648616541348
18000,g0,4-1,300,0.001,opls,4,1.597837763525159e-27,-1.713011455687427e-27,5.230209934292933e-14,4.83226608254446e-28,3.917646091627026e-15,-1.760573360655335e-10,-605.2178023434601,171.5224049180451,-467.8402547360861,-1185.729952007646,-243.142917486966,639.7399359609666
18000,g0,4-1,300,0.001,opls,4,1.597837763525159e-27,-1.713011455687427e-27,5.230209934292933e-14,4.83226608254446e-28,3.917646091627026e-15,-1.760573360655335e-10,-540.7771994699007,37.75846944314523,-295.4278293486259,-1108.514708415595,-68.72135821852542,683.9555845889572
18000,g0,4-1,300,0.001,opls,4,1.597837763525159e-27,-1.713011455687427e-27,5.230209934292933e-14,4.83226608254446e-28,3.917646091627026e-15,-1.760573360655335e-10,-434.6187327444902,-96.08006901243161,-126.9834277997109,-985.8639396901053,122.281681208217,716.5804832177869
18000,g0,4-1,300,0.001,opls,4,1.597837763525159e-27,-1.713011455687427e-27,5.230209934292933e-14,4.83226608254446e-28,3.917646091627026e-15,-1.760573360655335e-10,-314.3061485732264,-149.7089398379709,21.63875402508045,-849.5079239061517,322.8575841627442,740.9202098800553
