qp_id,material_id,time_id,temperature,strain_rate,force_field,replica_id,strain_00,strain_01,strain_02,strain_11,strain_12,strain_22,stess-sample_00,stess-sample_01,stess-sample_02,stess-sample_11,stess-sample_12,stess-sample_22
27000,g0,4-1,300,0.001,opls,4,-1.388395193188981e-28,9.169324731836431e-27,5.230209934278444e-14,-5.778634160849327e-27,3.917646091625248e-15,-1.760573360655336e-10,-843.8089273677163,65.87333066226056,-440.7255817640286,-71.21160167244864,-365.7376129278069,237.1984716753912
27000,g0,4-1,300,0.001,opls,4,-1.388395193188981e-28,9.169324731836431e-27,5.230209934278444e-14,-5.778634160849327e-27,3.917646091625248e-15,-1.760573360655336e-10,-728.537253862987,7.663339219166688,-341.8036597871756,-68.33330895771766,-421.9898331532196,174.092191586406
27000,g0,4-1,300,0.001,opls,4,-1.388395193188981e-28,9.169324731836431e-27,5.230209934278444e-14,-5.778634160849327e-27,3.917646091625248e-15,-1.760573360655336e-10,-470.121845343072,-109.6883917095336,-233.0261914741047,-5.029539677902581,-477.9227073552417,60.14895637146719
27000,g0,4-1,300,0.001,opls,4,-1.388395193188981e-28,9.169324731836431e-27,5.230209934278444e-14,-5.778634160849327e-27,3.917646091625248e-15,-1.760573360655336e-10,-153.5944639018006,-203.4628180313215,-132.1954304672934,96.72554715883612,-504.7619151229475,-76.0935219193054
27000,g0,4-1,300,0.001,opls,4,-1.388395193188981e-28,9.169324731836431e-27,5.230209934278444e-14,-5.778634160849327e-27,3.917646091625248e-15,-1.760573360655336e-10,155.7106072070057,-230.4912686624305,-51.07763035899194,237.2179691369704,-488.0826093742635,-219.9062032985523
27000,g0,4-1,300,0.001,opls,4,-1.388395193188981e-28,9.169324731836431e-27,5.230209934278444e-14,-5.778634160849327e-27,3.917646091625248e-15,-1.760573360655336e-10,396.9435374039695,-182.2083478313968,17.290212443416,383.8243053527921,-435.864528647497,-352.480316842524
27000,g0,4-1,300,0.001,opls,4,-1.388395193188981e-28,9.169324731836431e-27,5.230209934278444e-14,-5.778634160849327e-27,3.917646091625248e-15,-1.760573360655336e-10,516.4751436833681,-73.48082307488411,82.84978868268531,476.5537649722871,-340.5702888188654,-434.9379551709408
27000,g0,4-1,300,0.001,opls,4,-1.388395193188981e-28,9.169324731836431e-27,5.230209934278444e-14,-5.778634160849327e-27,3.917646091625248e-15,-1.760573360655336e-10,516.1530819723463,47.66626160756395,141.659652697631,498.127540057026,-196.7211217801838,-428.0829685089985
27000,g0,4-1,300,0.001,opls,4,-1.388395193188981e-28,9.169324731836431e-27,5.230209934278444e-14,-5.778634160849327e-27,3.917646091625248e-15,-1.760573360655336e-10,458.2834161683514,123.5402978499197,173.8008721180587,482.9326958860304,-23.4170837716331,-339.6106463564672
27000,g0,4-1,300,0.001,opls,4,-1.388395193188981e-28,9.169324731836431e-27,5.230209934278444e-14,-5.778634160849327e-27,3.917646091625248e-15,-1.760573360655336e-10,394.4609579698983,137.4910716020697,158.2231165718946,460.6377245189223,166.5210886909505,-216.3106326047328
27000,g0,4-1,300,0.001,opls,4,-1.388395193188981e-28,9.169324731836431e-27,5.230209934278444e-14,-5.778634160849327e-27,3.917646091625248e-15,-1.760573360655336e-10,341.7106278622304,109.39098924562,104.605254303799,454.9581223754635,356.1021553324658,-94.92325907671795
27000,g0,4-1,300,0.001,opls,4,-1.388395193188981e-28,9.169324731836431e-27,5.230209934278444e-14,-5.778634160849327e-27,3.917646091625248e-15,-1.760573360655336e-10,287.1905645711636,58.17057188168928,48.47948393989374,479.8519660340124,485.6961023743503,12.43700899876973
27000,g0,4-1,300,0.001,opls,4,-1.388395193188981e-28,9.169324731836431e-27,5.230209934278444e-14,-5.778634160849327e-27,3.917646091625248e-15,-1.760573360655336e-10,219.2914955150629,-7.292346016041934,12.74619270587256,519.8934058559464,486.3000441140178,104.2385340182242
27000,g0,4-1,300,0.001,opls,4,-1.388395193188981e-28,9.169324731836431e-27,5.230209934278444e-14,-5.778634160849327e-27,3.917646091625248e-15,-1.760573360655336e-10,161.6709798925976,-64.71938246419565,-22.69622504958702,553.7442216785903,346.6816880956284,175.1384588748946
27000,g0,4-1,300,0.001,opls,4,-1.388395193188981e-28,9.169324731836431e-27,5.230209934278444e-14,-5.778634160849327e-27,3.917646091625248e-15,-1.760573360655336e-10,134.6707764061059,-90.40313148408252,-87.33120779458528,546.8249329146739,131.2849193171366,212.7017366447612
27000,g0,4-1,300,0.001,opls,4,-1.388395193188981e-28,9.169324731836431e-27,5.230209934278444e-14,-5.778634160849327e-27,3.917646091625248e-15,-1.760573360655336e-10,102.1766844755286,-80.02889204020553,-171.6735751085652,470.6772895199076,-78.32782327843248,209.9503546909758
27000,g0,4-1,300,0.001,opls,4,-1.388395193188981e-28,9.169324731836431e-27,5.230209934278444e-14,-5.778634160849327e-27,3.917646091625248e-15,-1.760573360655336e-10,16.5350792322998,-46.42627318111359,-236.3578070875393,319.4576236333002,-250.2218490250188,182.3169605276823
27000,g0,4-1,300,0.001,opls,4,-1.388395193188981e-28,9.169324731836431e-27,5.230209934278444e-14,-5.778634160849327e-27,3.917646091625248e-15,-1.760573360655336e-10,-118.0466919679724,-12.52042221125976,-266.5463824116012,99.55834717676078,-416.8335377682365,164.7243083168316
